El-Centro Time-History acceleration of the ground, from the book of Chopra.
dt_0.02_seconds

El_Centro
0
.0063
.00364
.00099
.00428
.00758
.01087
.00682
.00277
-.00128
.00368
.00864
.0136
.00727
.00094
.0042
.00221
.00021
.00444
.00867
.0129
.01713
-.00343
-.024
-.00992
.00416
.00528
.01653
.02779
.03904
.02449
.00995
.00961
.00926
.00892
-.00486
-.01864
-.03242
-.03365
-.05723
-.04534
-.03346
-.03201
-.03056
-.02911
-.02766
-.04116
-.05466
-.06816
-.08166
-.06846
-.05527
-.04208
-.04259
-.04311
-.02428
-.00545
.01338
.03221
.05104
.06987
.0887
.04524
.00179
-.04167
-.08513
-.12858
-.17204
-.12908
-.08613
-.08902
-.09192
-.09482
-.09324
-.09166
-.09478
-.09789
-.12902
-.07652
-.02401
.02849
.08099
.1335
.186
.2385
.21993
.20135
.18277
.1642
.14562
.16143
.17725
.13215
.08705
.04196
-.00314
-.04824
-.09334
-.13843
-.18353
-.22863
-.27372
-.31882
-.25024
-.18166
-.11309
-.04451
.02407
.09265
.16123
.22981
.29839
.23197
.16554
.09912
.0327
-.03372
-.10014
-.16656
-.23299
-.29941
-.00421
.29099
.2238
.15662
.08943
.02224
-.04495
.01834
.08163
.14491
.2082
.18973
.17125
.13759
.10393
.07027
.03661
.00295
-.03071
-.00561
.01948
.04458
.06468
.08478
.10487
.05895
.01303
-.03289
-.07882
-.03556
.00771
.05097
.01013
-.03071
-.07156
-.1124
-.15324
-.11314
-.07304
-.03294
.00715
-.0635
-.13415
-.2048
-.12482
-.04485
.03513
.1151
.19508
.12301
.05094
-.02113
-.0932
-.02663
.03995
.10653
.17311
.11283
.05255
-.00772
.01064
.029
.04737
.06573
.02021
-.0253
-.07081
-.04107
-.01133
.00288
.01709
.03131
-.02278
-.07686
-.13095
-.18504
-.14347
-.1019
-.06034
-.01877
.0228
-.00996
-.04272
-.02147
-.00021
.02104
-.01459
-.05022
-.08585
-.12148
-.15711
-.19274
-.22837
-.18145
-.13453
-.08761
-.04069
.00623
.05316
.10008
.147
.09754
.04808
-.00138
.05141
.1042
.15699
.20979
.26258
.16996
.07734
-.01527
-.10789
-.20051
-.06786
.06479
.01671
-.03137
-.07945
-.12753
-.17561
-.22369
-.27177
-.15851
-.04525
.06802
.18128
.14464
.108
.07137
.03473
.09666
.1586
.22053
.18296
.14538
.1078
.07023
.03265
.06649
.10033
.13417
.10337
.07257
.04177
.01097
-.01983
.04438
.1086
.17281
.10416
.03551
-.03315
-.1018
-.07262
-.04344
-.01426
.01492
-.02025
-.05543
-.0906
-.12578
-.16095
-.19613
-.14784
-.09955
-.05127
-.00298
-.01952
-.03605
-.05259
-.04182
-.03106
-.02903
-.02699
.02515
.0177
.02213
.02656
.00419
-.01819
-.04057
-.06294
-.02417
.0146
.05337
.02428
-.0048
-.03389
-.00557
.02274
.00679
-.00915
-.02509
-.04103
-.05698
-.01826
.02046
.00454
-.01138
-.00215
.00708
.00496
.00285
.00074
-.00534
-.01141
.00361
.01863
.03365
.04867
.0304
.01213
-.00614
-.02441
.01375
.01099
.00823
.00547
.00812
.01077
-.00692
-.02461
-.0423
-.05999
-.07768
-.09538
-.06209
-.0288
.00448
.03777
.01773
-.00231
-.02235
.01791
.05816
.03738
.0166
-.00418
-.02496
-.04574
-.02071
.00432
.02935
.01526
.01806
.02086
.00793
-.00501
-.01795
-.03089
-.01841
-.00593
.00655
-.02519
-.05693
-.04045
-.02398
-.0075
.00897
.00384
-.00129
-.00642
-.01156
-.02619
-.04082
-.05545
-.04366
-.03188
-.06964
-.05634
-.04303
-.02972
-.01642
-.00311
.0102
.0235
.03681
.05011
.02436
-.00139
-.02714
-.00309
.02096
.04501
.06906
.05773
.0464
.03507
.03357
.03207
.03057
.0325
.03444
.03637
.01348
-.00942
-.03231
-.02997
-.03095
-.03192
-.02588
-.01984
-.01379
-.00775
-.01449
-.02123
.01523
.0517
.08816
.12463
.16109
.12987
.09864
.06741
.03618
.00495
.0042
.00345
.00269
-.05922
-.12112
-.18303
-.12043
-.05782
.00479
.0674
.13001
.08373
.03745
.06979
.10213
-.03517
-.17247
-.13763
-.10278
-.06794
-.0331
-.03647
-.03984
-.00517
.0295
.06417
.09883
.1335
.05924
-.01503
-.08929
-.16355
-.06096
.04164
.01551
-.01061
-.03674
-.06287
-.08899
-.0543
-.01961
.01508
.04977
.08446
.05023
.016
-.01823
-.05246
-.08669
-.06769
-.0487
-.0297
-.01071
.00829
-.00314
.02966
.06246
-.00234
-.06714
-.04051
-.01388
.01274
.00805
.03024
.05243
.02351
-.00541
-.03432
-.06324
-.09215
-.12107
-.0845
-.04794
-.01137
.0252
.06177
.04028
.0188
.04456
.07032
.09608
.12184
.0635
.00517
-.05317
-.03124
-.0093
.01263
.03457
.03283
.03109
.02935
.04511
.06087
.07663
.09239
.05742
.02245
-.01252
.0068
.02611
.04543
.01571
-.01402
-.04374
-.07347
-.0399
-.00633
.02724
.0608
.03669
.01258
-.01153
-.03564
-.00677
.0221
.05098
.07985
.06915
.05845
.04775
.03706
.02636
.05822
.09009
.12196
.10069
.07943
.05816
.03689
.01563
-.00564
-.0269
-.04817
-.06944
-.0907
-.11197
-.11521
-.11846
-.1217
-.12494
-.165
-.20505
-.15713
-.10921
-.06129
-.01337
.03455
.08247
.07576
.06906
.06236
.08735
.11235
.13734
.12175
.10616
.09057
.07498
.08011
.08524
.09037
.06208
.03378
.00549
-.02281
-.05444
-.0403
-.02615
-.01201
-.02028
-.02855
-.06243
-.03524
-.00805
-.04948
-.03643
-.02337
-.03368
-.01879
-.00389
.011
.02589
.01446
.00303
-.0084
.00463
.01766
.03069
.04372
.02165
-.00042
-.02249
-.04456
-.03638
-.02819
-.02001
-.01182
-.02445
-.03707
-.04969
-.05882
-.06795
-.07707
-.0862
-.09533
-.06276
-.03018
.00239
.03496
.04399
.05301
.03176
.01051
-.01073
-.03198
-.05323
.00186
.05696
.01985
-.01726
-.05438
-.01204
.03031
.07265
.11499
.07237
.02975
-.01288
.01212
.03711
.03517
.03323
.01853
.00383
.00342
-.02181
-.04704
-.07227
-.0975
-.12273
-.08317
-.04362
-.00407
.03549
.07504
.1146
.07769
.04078
.00387
.00284
.00182
-.05513
.04732
.05223
.05715
.06206
.06698
.07189
.02705
-.01779
-.06263
-.10747
-.15232
-.12591
-.0995
-.07309
-.04668
-.02027
.00614
.03255
.00859
-.01537
-.03932
-.06328
-.03322
-.00315
.02691
.01196
-.003
.00335
.0097
.01605
.02239
.04215
.06191
.08167
.03477
-.01212
-.01309
-.01407
-.05274
-.02544
.00186
.02916
.05646
.08376
.01754
-.04869
-.02074
.00722
.03517
-.00528
-.04572
-.08617
-.0696
-.05303
-.03646
-.01989
-.00332
.01325
.02982
.01101
-.00781
-.02662
-.00563
.01536
.03635
.05734
.03159
.00584
-.01992
-.00201
.01589
-.01024
-.03636
-.06249
-.0478
-.03311
-.04941
-.0657
-.082
-.0498
-.0176
.0146
.0468
.079
.0475
.016
-.0155
-.00102
.01347
.02795
.04244
.05692
.03781
.0187
-.00041
-.01952
-.00427
.01098
.02623
.04148
.01821
-.00506
-.00874
-.03726
-.06579
-.026
.0138
.05359
.09338
.05883
.02429
-.01026
-.0448
-.01083
-.01869
-.02655
-.03441
-.02503
-.01564
-.00626
-.01009
-.01392
.0149
.04372
.03463
.02098
.00733
-.00632
-.01997
.00767
.03532
.03409
.03287
.03164
.02403
.01642
.00982
.00322
-.00339
.02202
-.01941
-.06085
-.10228
-.07847
-.05466
-.03084
-.00703
.01678
.01946
.02214
.02483
.01809
-.00202
-.02213
-.00278
.01656
.0359
.05525
.07459
.06203
.04948
.03692
-.00145
.04599
.04079
.03558
.03037
.03626
.04215
.04803
.05392
.04947
.04502
.04056
.03611
.03166
.00614
-.01937
-.04489
-.0704
-.09592
-.07745
-.05899
-.04052
-.02206
-.00359
.01487
.01005
.00523
.00041
-.00441
-.00923
-.01189
-.01523
-.01856
-.0219
-.00983
.00224
.01431
.00335
-.0076
-.01856
-.00737
.00383
.01502
.02622
.01016
-.0059
-.02196
-.00121
.01953
.04027
.02826
.01625
.00424
.00196
-.00031
-.00258
-.00486
-.00713
-.00941
-.01168
-.01396
-.0175
-.02104
-.02458
-.02813
-.03167
-.03521
-.04205
-.04889
-.03559
-.02229
-.00899
.00431
.01762
.00714
-.00334
-.01383
.01314
.04011
.06708
.0482
.02932
.01043
-.00845
-.02733
-.04621
-.03155
-.01688
-.00222
.01244
.02683
.04121
.05559
.03253
.00946
-.0136
-.01432
-.01504
-.01576
-.04209
-.02685
-.01161
.00363
.01887
.03411
.03115
.02819
.02917
.03015
.03113
.00388
-.02337
-.05062
-.0382
-.02579
-.01337
-.00095
.01146
.02388
.03629
.01047
-.01535
-.04117
-.06699
-.05207
-.03715
-.02222
-.0073
.00762
.02254
.03747
.04001
.04256
.04507
.04759
.0501
.04545
.0408
.02876
.01671
.00467
-.00738
-.00116
.00506
.01128
.0175
-.00211
-.02173
-.04135
-.06096
-.08058
-.06995
-.05931
-.04868
-.03805
-.02557
-.0131
-.00063
.01185
.02432
.0368
.04927
.02974
.01021
-.00932
-.02884
-.04837
-.0679
-.04862
-.02934
-.01006
.00922
.02851
.04779
.02456
.00133
-.0219
-.04513
-.06836
-.04978
-.0312
-.01262
.00596
.02453
.04311
.06169
.08027
.09885
.06452
.03019
-.00414
-.03848
-.07281
-.05999
-.04717
-.03435
-.03231
-.03028
-.02824
-.00396
.02032
.00313
-.01406
-.03124
-.04843
-.06562
-.05132
-.03702
-.02272
-.00843
.00587
.02017
.02698
.03379
.04061
.04742
.05423
.03535
.01647
.01622
.01598
.01574
.00747
-.0008
-.00907
.00072
.01051
.0203
.03009
.03989
.03478
.02967
.02457
.03075
.03694
.04313
.04931
.0555
.06168
-.00526
-.0722
-.06336
-.05451
-.04566
-.03681
-.03678
-.03675
-.03672
-.01765
.00143
.02051
.03958
.05866
.03556
.01245
-.01066
-.03376
-.05687
-.04502
-.03317
-.02131
-.00946
.00239
-.00208
-.00654
-.01101
-.01548
-.012
-.00851
-.00503
-.00154
.00195
.00051
-.00092
.01135
.02363
.0359
.04818
.06045
.07273
.02847
-.01579
-.06004
-.05069
-.04134
-.03199
-.03135
-.03071
-.03007
-.01863
-.00719
.00425
.0157
.02714
.03858
.02975
.02092
.02334
.02576
.02819
.03061
.03304
.01371
-.00561
-.02494
-.02208
-.01923
-.01638
-.01353
-.01261
-.0117
-.00169
.00833
.01834
.02835
.03836
.04838
.03749
.0266
.01571
.00482
-.00607
-.01696
-.0078
.00136
.01052
.01968
.02884
-.00504
-.03893
-.02342
-.00791
.00759
.0231
.00707
-.00895
-.02498
-.041
-.05703
-.0292
-.00137
.02645
.05428
.03587
.01746
-.00096
-.01937
-.03778
-.02281
-.00784
.00713
.0221
.03707
.05204
.06701
.08198
.03085
-.02027
-.0714
-.12253
-.08644
-.05035
-.01426
.02183
.05792
.094
.13009
.03611
-.05787
-.04802
-.03817
-.02832
.0297
.03993
.05017
.06041
.07065
.08089
-.00192
-.08473
-.01846
-.00861
-.03652
-.06444
-.06169
-.05894
-.05618
-.06073
-.06528
-.04628
-.02728
-.00829
.01071
.0297
.03138
.03306
.03474
.03642
.04574
.05506
.06439
.07371
.08303
.03605
-.01092
-.0579
-.04696
-.03602
-.02508
-.01414
-.03561
-.05708
-.07855
-.06304
-.04753
-.03203
-.01652
-.00102
.00922
.01946
-.07032
-.0559
-.04148
-.05296
-.06443
-.0759
-.08738
-.09885
-.06798
-.0371
-.00623
.02465
.05553
.0864
.11728
.14815
.08715
.02615
-.03485
-.09584
-.071
-.04616
-.02132
.00353
.02837
.05321
-.00469
-.06258
-.12048
-.0996
-.07872
-.05784
-.03696
-.01608
.0048
.02568
.04656
.06744
.08832
.1092
.13008
.10995
.08982
.06969
.04955
.04006
.03056
.02107
.01158
.0078
.00402
.00024
-.00354
-.00732
-.0111
-.0078
-.0045
-.0012
.0021
.0054
-.00831
-.02203
-.03575
-.04947
-.06319
-.05046
-.03773
-.025
-.01227
.00046
.00482
.00919
.01355
.01791
.02228
.00883
-.00462
-.01807
-.03152
-.02276
-.01401
-.00526
.0035
.01225
.02101
.01437
.00773
.0011
.00823
.01537
.02251
.01713
.01175
.00637
.01376
.02114
.02852
.03591
.04329
.03458
.02587
.01715
.00844
-.00027
-.00898
-.00126
.00645
.01417
.02039
.02661
.03283
.03905
.04527
.03639
.0275
.01862
.00974
.00086
-.01333
-.02752
-.04171
-.02812
-.01453
-.00094
.01264
.02623
.0169
.00756
-.00177
-.01111
-.02044
-.02977
-.03911
-.02442
-.00973
.00496
.01965
.03434
.02054
.00674
-.00706
-.02086
-.03466
-.02663
-.0186
-.01057
-.00254
-.00063
.00128
.00319
.0051
.00999
.01488
.00791
.00093
-.00605
.00342
.01288
.02235
.03181
.04128
.02707
.01287
-.00134
-.01554
-.02975
-.04395
-.03612
-.02828
-.02044
-.0126
-.00476
.00307
.01091
.00984
.00876
.00768
.00661
.01234
.01807
.0238
.02953
.03526
.02784
.02042
.013
-.03415
-.00628
-.00621
-.00615
-.00609
-.00602
-.00596
-.0059
-.00583
-.00577
-.00571
-.00564
-.00558
-.00552
-.00545
-.00539
-.00532
-.00526
-.0052
-.00513
-.00507
-.00501
-.00494
-.00488
-.00482
-.00475
-.00469
-.00463
-.00456
-.0045
-.00444
-.00437
-.00431
-.00425
-.00418
-.00412
-.00406
-.00399
-.00393
-.00387
-.0038
-.00374
-.00368
-.00361
-.00355
-.00349
-.00342
-.00336
-.0033
-.00323
-.00317
-.00311
-.00304
-.00298
-.00292
-.00285
-.00279
-.00273
-.00266
-.0026
-.00254
-.00247
-.00241
-.00235
-.00228
-.00222
-.00216
-.00209
-.00203
-.00197
-.0019
-.00184
-.00178
-.00171
-.00165
-.00158
-.00152
-.00146
-.00139
-.00133
-.00127
-.0012
-.00114
-.00108
-.00101
-.00095
-.00089
-.00082
-.00076
-.0007
-.00063
-.00057
-.00051
-.00044
-.00038
-.00032
-.00025
-.00019
-.00013
-6E-005
0
